peso
2370,913667967960
3266,977720182860
2670,800816960380
2226,708168600740
3343,258010195100
2784,432535085120
2547,884483495590
2501,681790745790
1735,113468030570
860,789450039764
2926,098823904840
3268,355669893690
2569,204520344320
2975,540913125170
3103,124720678850
2542,864746468190
4337,031610038300
1905,995639367160
3144,667071927570
2163,515935637860
2427,208060204850
2859,849344641570
2767,332115485180
1235,995864437900
2188,289109581340
3332,337665514310
3433,676860451090
3029,877774383080
1846,837159462440
3733,100795585440
2702,074416844670
2975,788031869520
3267,737625212800
2278,810195496180
2335,324209705060
3469,074992973520
1178,580488557290
5192,130531236780
2660,915212917520
3066,653190482380
2453,753466492900
2777,400870271050
3005,526929363530
3016,044836130520
2219,314984765240
2595,869072746520
3552,721683057480
3625,325736113300
2484,301747498120
2100,520346036290
2183,185760630630
3997,687845518620
3923,030492087810
3155,531900351890
3217,268181500650
2400,437792806910
2034,116583939530
1805,282642356050
2853,142035032790
2356,199961716630
2425,325513422560
2188,685442677030
3161,651657639130
2913,979631565750
2681,420495860860
2544,805988026470
3429,008449345440
3118,983009118930
2942,679656554300
2366,148708807320
2941,475689254990
1890,372950690380
2965,057733671180
1961,407669499980
2097,110357583720
1967,585654146870
2348,643202379170
2145,839006923930
3019,604396875840
3143,942006341400
1899,306091380360
2121,746692428950
2512,097784471760
2476,477478866060
2979,632686838470
3534,242376757260
3154,486164096250
3070,358796304050
2993,647120367750
2971,125180307510
1983,904788777810
3609,319255059860
2200,039366056780
2197,370482773810
2226,644897064460
2648,771216345920
2810,490637952450
2661,655421796710
2578,487802504580
2534,755073428500
2479,282924862740
3063,406663210250
2784,222275106080
1731,371797774110
1725,742813040200
1922,169176064250
2341,844060106650
2305,050793737750
4126,360492732580
2273,268812929730
4051,571136812260
2209,315561869060
3969,353988578030
2503,506495056010
2388,115030776710
2892,017315703210
2769,402330350890
2985,332117375070
2765,629007007170
1549,134664729800
1463,366009481830
2019,398022971340
2346,162694169490
3043,205905624060
4140,457265650350
2445,075132789430
2608,877295412040
3097,051848947300
2266,441175667590
2053,994988885490
2525,024788925810
2462,989258616330
3200,128122213920
1728,552132862960
2886,858394305250
2249,893454019430
3361,150336039570
2598,705551788090
3623,276171770970
1435,108642020450
3203,977318514890
3719,374078208780
3327,145124383150
1661,163875506900
3281,304863884140
3730,283267495030
3588,395648786380
1751,747350605090
2912,699904280060
2359,451542434820
2101,175032108490
2031,950110858320
2291,864202393770
2693,346453722690
3573,286041496970
2070,481304093760
2255,318514168150
2220,842659748840
2194,510591227730
2542,698186349500
3947,058204808860
2538,258087115180
1726,988563892260
3539,181950177180
2453,076232239710
2659,296477151210
2756,985398181910
2586,570118787240
3118,885203446660
2898,941157023160
3072,659029274240
2093,617615582020
2537,313647198260
2319,535478997370
2398,087662513720
2783,241915141710
2766,131787884000
3155,458269966840
2709,413160540420
2841,024973657890
3240,545869912740
2973,336649452930
3679,962002420970
3625,683597407860
2327,997695168480
3545,415678836000
2662,325036813070
2379,268582743580
2858,734421575340
2500,672001723750
