peso
2545,71193616068
3545,59404405745
2147,80955090816
2559,72748636091
3901,78299707026
3427,74861211450
3150,44314654012
3691,23503072724
3038,98557606693
2886,99726870049
3468,28980733797
2301,26249342806
3151,80555506716
3048,21563846130
3900,78278816509
3447,12724193150
4166,67059407364
3103,21320932824
3079,68391956640
3826,34876043587
3001,48978230580
2832,51731106309
3015,29141463005
3172,85151016765
3326,57594622164
4132,18369215955
3448,73203804194
1651,01487268534
3283,67531999677
3019,39489934607
3522,53102243405
1515,10662655141
3310,79871570965
4480,56456652275
2412,73367646585
2186,15313988172
2404,83699573472
4454,42160049378
3075,41296895736
2211,18308489246
2239,93590387467
2753,21393432365
2247,54406363323
2251,16505696674
3369,20518719682
2278,28458772608
1939,72592194717
2471,16543779234
3905,80367473737
4561,88049911626
2608,18555883823
4026,28466907310
4267,19546294835
2918,44656126246
2897,39943112560
2460,98692907248
1844,62797742437
3183,47985988202
2077,59633375989
1447,46848115473
3901,19437697861
4266,20621393981
3771,78266122671
3706,76473947158
3707,03311449076
2771,28521174719
4002,30151636719
2080,72395662228
3136,11253299635
2181,84469595092
3597,20849914627
2685,38686054278
1765,04761396543
2466,79332148482
2009,78070018916
3241,55720073437
2345,28302888071
2888,57824667178
4442,30188432334
3783,70147542994
2161,20272826187
3682,87817708274
3763,07930108341
2163,05041830921
4177,08222950850
3013,60065806320
2526,38915406159
2570,63950593905
3387,97827361353
2409,76857895866
1966,13362954093
3616,68115873900
3276,84502228220
2831,06335084271
2752,25605885943
3854,96684552193
2856,17171909166
2787,47791464049
3737,67757610049
4315,68206232615
3739,99377316513
2755,51580444627
3634,36964399868
2477,77787949158
2069,28516860487
3184,49890663216
2471,41657886795
3253,49552511193
3053,57436643268
2595,14706773567
3301,64962227770
2565,81127704685
2971,85306624777
3969,33132086370
5332,17295418376
3674,87838813820
2904,81525311032
2924,13267326826
3321,35528105165
4081,44805048659
2540,63462911304
2830,49917124081
2567,26913184007
2769,50637394587
2323,67526403725
2830,95703895122
3205,02494523154
3551,18179332696
2844,50126978008
2953,18640093280
4608,51608659557
2322,20298110760
2513,79780356755
2936,84244671778
3174,23089812782
3895,95605099625
2173,96664591462
3329,23990727596
3929,36142316890
3127,69624003743
2822,82536074397
2846,49855382677
3532,72638796373
2341,44320171657
3864,62959328166
3380,82974728013
3936,92104072977
2774,04173000215
3849,17222216807
3201,86222152993
3308,77754493860
3363,92903697509
2084,70533973780
2740,19193815525
2902,96358847195
3605,22420355454
3292,46093040191
3121,65633359020
4173,55769415545
3566,91206011474
2088,14343968367
3522,67046946048
2421,52550564588
4061,58585496665
3913,26914766501
1970,76662100003
2670,60204198445
3419,65306870737
3704,25297003404
2710,71218162406
2916,83338025042
3548,65941436616
2836,67255201108
3151,65766123965
3876,93427114306
2660,97074934376
2906,24756808504
3839,83129038570
2689,30431793102
3657,16666364896
2523,03622239601
3875,75511690648
3472,32972417609
3630,66534171574
2643,17643188690
3825,46757472723
